,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
3335,Range Rover,Al-Medina,Land Rover,Automatic,Saudi,Full,2017,5.2,77000,275000
3337,Gran Max,Riyadh,Daihatsu,Manual,Saudi,Standard,2014,1.5,254000,25000
3340,Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2014,2.7,127000,57000
3341,Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2010,2.4,255,33500
3344,Land Cruiser 70,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2016,4.0,177000,90000
3345,Camry,Al-Ahsa,Toyota,Automatic,Saudi,Full,2016,2.5,300000,50000
3346,Yukon,Makkah,GMC,Automatic,Saudi,Full,2007,4.7,300000,35000
3347,E,Riyadh,Mercedes,Automatic,Other,Standard,2019,2.0,38000,216000
3348,Pegas,Riyadh,Kia,Automatic,Saudi,Standard,2020,1.4,5300,37500
3349,FJ,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.0,190000,98000
3350,Cayenne,Khobar,Porsche,Automatic,Saudi,Standard,2016,3.6,121,160000
3352,Camry,Makkah,Toyota,Manual,Saudi,Full,2008,2.4,360000,19000
3353,Cores,Jeddah,Kia,Automatic,Saudi,Full,2014,3.5,81000,78000
3354,Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2015,2.7,300000,75000
3356,Traverse,Jeddah,Chevrolet,Automatic,Saudi,Standard,2010,3.6,219,22000
3359,Grand Vitara,Riyadh,Suzuki,Manual,Saudi,Semi Full,2013,2.0,16000,35000
3360,FX,Jeddah,INFINITI,Automatic,Gulf Arabic,Full,2012,5.3,235000,59500
3361,Attrage,Jazan,Mitsubishi,Automatic,Saudi,Semi Full,2021,1.2,3000,35000
3362,Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2019,2.0,101000,1300
3363,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2012,2.1,215000,25500
3364,Patrol,Tabouk,Nissan,Manual,Gulf Arabic,Standard,2013,4.0,200,80000
3366,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,102000,27500
3367,Charger,Makkah,Dodge,Automatic,Gulf Arabic,Standard,2021,3.5,1700,110000
3368,Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.6,64000,36500
3369,Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.4,72000,36500
3372,Hilux,Aseer,Toyota,Manual,Saudi,Semi Full,2009,2.7,426000,32000
3373,A8,Riyadh,Audi,Automatic,Other,Full,2015,3.0,9400,110000
3374,Yaris,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,1.5,155000,32000
3375,Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,157000,50000
3376,L300,Riyadh,Mitsubishi,Manual,Saudi,Standard,2014,2.0,120000,23000
3377,Range Rover,Al-Medina,Land Rover,Automatic,Saudi,Full,2009,5.0,214000,85000
3379,H1,Al-Medina,Hyundai,Automatic,Saudi,Semi Full,2015,2.4,131000,42000
3380,Patrol,Dammam,Nissan,Manual,Saudi,Standard,2006,4.0,106000,37000
3383,Aveo,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,1.5,118000,20000
3386,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.5,190144,54000
3388,CLS,Jeddah,Mercedes,Automatic,Saudi,Full,2014,3.5,88000,110000
3389,A6,Al-Medina,Audi,Automatic,Saudi,Semi Full,2018,3.0,92000,88000
3390,Carnival,Dammam,Kia,Automatic,Saudi,Semi Full,2016,3.3,243000,46000
3393,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,69000,35000
3394,Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,27000,104500
3395,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2011,4.7,140000,110000
3396,GL,Makkah,Mercedes,Automatic,Saudi,Full,2015,5.0,32000,183000
3399,Accent,Qassim,Hyundai,Manual,Saudi,Semi Full,2010,1.2,198,12000
3400,D-MAX,Riyadh,Isuzu,Manual,Saudi,Standard,2018,2.5,39000,72000
3401,Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.5,62000,35000
3402,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,93239,40500
3405,Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2015,3.6,54300,63000
3406,Explorer,Riyadh,Ford,Automatic,Other,Full,2013,3.5,111251,74000
3407,Hilux,Al-Namas,Toyota,Manual,Saudi,Full,2013,2.7,186,70000
3408,Carnival,Riyadh,Kia,Automatic,Gulf Arabic,Semi Full,2017,3.8,77000,58000
3410,Expedition,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2014,5.4,204000,45000
3413,Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2015,5.6,228000,130000
3414,Pathfinder,Jeddah,Nissan,Automatic,Saudi,Standard,2014,3.5,24000,50000
3415,Coaster,Dammam,Toyota,Manual,Saudi,Standard,2014,3.0,195000,75000
3416,Taurus,Jeddah,Ford,Automatic,Saudi,Full,2015,6.3,113220,82500
3417,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2012,5.3,281,65000
3418,Accord,Jeddah,Honda,Automatic,Saudi,Full,2012,3.5,225000,32000
3419,Hilux,Jeddah,Toyota,Manual,Gulf Arabic,Semi Full,2017,2.7,18000,77000
3420,Discovery,Dammam,Land Rover,Automatic,Saudi,Full,2018,2.0,500,240000
3421,Land Cruiser,Riyadh,Toyota,Manual,Saudi,Full,2003,4.6,395735,55000
3422,Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2015,2.4,173588,36500
3423,Duster,Dammam,Renault,Automatic,Saudi,Standard,2016,2.0,157000,18000
3424,LX,Makkah,Lexus,Automatic,Saudi,Full,2012,5.7,309,150000
3425,Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2014,2.4,290000,40000
3426,Cruze,Jeddah,Chevrolet,Automatic,Other,Full,2016,1.6,136000,25000
3429,The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2017,1.4,90000,165000
3430,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2016,6.2,152000,122000
3431,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,49000,65000
3432,Traverse,Riyadh,Chevrolet,Automatic,Other,Standard,2014,3.6,195000,42000
3436,Victoria,Makkah,Ford,Automatic,Other,Semi Full,2011,4.6,150000,38000
3437,Avalon,Makkah,Toyota,Automatic,Saudi,Full,2011,3.5,150000,58000
3438,The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2017,2.0,87000,175000
3440,Corolla,Aseer,Toyota,Automatic,Saudi,Standard,2017,1.6,110,46000
3441,Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.4,190000,42000
3442,Prado,Al-Ahsa,Toyota,Automatic,Gulf Arabic,Full,2017,4.0,140000,125000
3443,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013,5.4,145000,38000
3446,RX5,Riyadh,MG,Automatic,Saudi,Full,2020,2.0,7855,65500
3448,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.5,109862,59500
3450,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,2.0,78508,65000
3454,Montero2,Jeddah,Mercury,Automatic,Saudi,Semi Full,2006,6.0,394360,15000
3455,Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2015,3.6,145462,55000
3457,GS,Riyadh,Lexus,Automatic,Saudi,Semi Full,2013,3.5,287000,85000
3458,Datsun,Riyadh,Nissan,Automatic,Saudi,Semi Full,2016,2.7,109766,50500
3460,Camry,Jeddah,Toyota,Manual,Saudi,Full,2001,4.0,350000,25000
3462,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018,3.5,65000,76000
3465,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,3.5,80000,95000
3467,Odyssey,Dammam,Honda,Automatic,Saudi,Standard,2015,3.5,192000,58000
3468,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2016,3.3,145000,63000
3469,APV,Dammam,Suzuki,Manual,Saudi,Standard,2016,1.6,329000,28000
3470,Victoria,Riyadh,Ford,Automatic,Saudi,Semi Full,2010,3.5,280000,26000
3471,Hiace,Dammam,Toyota,Manual,Saudi,Standard,2017,2.7,223000,77000
3472,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.4,133000,48000
3473,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,20000,36000
3474,Yaris,Najran,Toyota,Automatic,Saudi,Standard,2019,1.6,85000,950
3475,Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2014,1.5,375000,24000
3476,Camry,Hafar Al-Batin,Toyota,Automatic,Saudi,Full,2013,2.5,410000,40000
3477,Escalade,Dammam,Cadillac,Automatic,Gulf Arabic,Semi Full,2016,6.2,130000,180000
3478,A6,Riyadh,Audi,Automatic,Saudi,Semi Full,2013,3.0,74924,71500
3479,Maxima,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2014,3.5,180,40000
3480,Cressida,Aseer,Toyota,Manual,Other,Standard,1993,2.2,49500,9500
3482,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2006,3.6,380000,5000
3483,Victoria,Najran,Ford,Automatic,Saudi,Full,2011,4.6,128,48000
3486,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,69000,28000
3487,Innova,Dammam,Toyota,Automatic,Saudi,Standard,2020,2.7,50000,83000
3488,Cadenza,Tabouk,Kia,Automatic,Gulf Arabic,Full,2016,3.3,100,77000
3489,Hilux,Dammam,Toyota,Manual,Saudi,Full,2016,2.7,28000,95000
3490,Odyssey,Riyadh,Honda,Automatic,Saudi,Full,2016,6.0,189000,57000
3492,Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2019,1.5,33504,38000
3493,Elantra,Al-Jouf,Hyundai,Automatic,Gulf Arabic,Semi Full,2018,2.0,83000,1324
3494,Sonata,Khobar,Hyundai,Automatic,Saudi,Semi Full,2019,2.5,120,1550
3495,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,114000,32000
3498,Impala,Al-Ahsa,Chevrolet,Automatic,Other,Full,2015,3.6,169000,72000
3499,Ciocca,Qassim,Toyota,Automatic,Saudi,Semi Full,2014,1.6,28000,75000
3501,Pajero,Al-Medina,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,200,60000
3502,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2008,1.6,250000,22000
3504,FJ,Dammam,Toyota,Automatic,Saudi,Semi Full,2017,4.0,127000,117000
3505,The 5,Jeddah,BMW,Automatic,Saudi,Semi Full,2015,2.0,89000,80000
3506,Sonata,Aseer,Hyundai,Automatic,Saudi,Semi Full,2011,2.4,450,18000
3508,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,166,55000
3509,Silverado,Jubail,Chevrolet,Automatic,Saudi,Semi Full,2018,5.3,112000,77000
3510,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,68000,27000
3511,Datsun,Taef,Nissan,Manual,Other,Full,2015,2.4,261000,35000
3512,H6,Jeddah,HAVAL,Automatic,Saudi,Full,2020,2.0,2000,69000
3513,Bentayga,Dammam,Bentley,Automatic,Saudi,Full,2019,6.0,13000,850000
3515,Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2018,4.0,81499,123000
3516,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2021,4.6,20000,296000
3517,Z370,Jazan,Nissan,Automatic,Saudi,Semi Full,2015,3.7,111075,80000
3518,Hiace,Jubail,Toyota,Manual,Saudi,Standard,2012,2.7,126000,35000
3519,Fusion,Riyadh,Ford,Automatic,Saudi,Standard,2016,2.5,107590,54500
3520,C,Dammam,Mercedes,Automatic,Other,Full,2015,2.0,82000,109000
3523,S,Riyadh,Mercedes,Automatic,Saudi,Full,2012,3.0,140000,95000
3524,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2012,3.6,170000,45000
3525,FJ,Hail,Toyota,Automatic,Saudi,Full,2014,9.0,308000,75000
3527,S,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2002,3.0,101000,38000
3530,Land Cruiser,Sakaka,Toyota,Automatic,Saudi,Full,2014,4.6,310000,100000
3531,Accent,Al-Medina,Hyundai,Automatic,Saudi,Standard,2013,1.4,85000,16000
3534,Tahoe,Aseer,Chevrolet,Automatic,Saudi,Standard,2018,5.3,39000,147000
3535,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2012,4.6,250000,85000
3537,Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2016,3.8,75000,70000
3538,Accord,Al-Ahsa,Honda,Automatic,Saudi,Semi Full,2019,1.5,11000,95800
3539,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2015,1.4,176000,24000
3540,Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2016,3.8,91000,67000
3541,X-Trail,Dammam,Nissan,Automatic,Saudi,Semi Full,2017,2.5,99000,62000
3542,Other,Riyadh,Geely,Automatic,Saudi,Full,2017,1.4,45000,36000
3543,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,112000,28500
3545,Elantra,Al-Medina,Hyundai,Automatic,Saudi,Standard,2019,1.6,84000,51000
3547,Corolla,Riyadh,Toyota,Automatic,Saudi,Full,2020,1.6,58000,65000
3549,Grand Cherokee,Riyadh,Jeep,Automatic,Saudi,Full,2014,5.7,120000,85000
3550,Impala,Aseer,Chevrolet,Automatic,Saudi,Standard,2016,3.5,139000,65000
3551,Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,3.5,98530,56500
3553,Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,3.6,80000,45000
3555,Camry,Dammam,Toyota,Automatic,Saudi,Semi Full,2017,2.5,63000,63000
3556,H6,Dammam,HAVAL,Automatic,Saudi,Semi Full,2020,2.0,5000,70000
3557,ES,Jeddah,Lexus,Automatic,Saudi,Full,2019,2.0,47000,190000
3558,Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2020,1.6,36000,53000
3560,Bus County,Riyadh,Hyundai,Manual,Saudi,Standard,2016,3.9,132852,85000
3561,Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2020,5.0,26000,575000
3562,Seltos,Riyadh,Kia,Automatic,Saudi,Semi Full,2021,1.6,10000,75000
3563,Sonata,Dammam,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,348,22000
3567,Cerato,Al-Ahsa,Kia,Automatic,Gulf Arabic,Semi Full,2017,1.6,78000,37500
3568,Previa,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017,2.4,183000,70000
3569,Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,3.5,3773,124500
3571,Datsun,Riyadh,Nissan,Manual,Saudi,Standard,2016,2.4,2389,62000
3572,Sunny,Abha,Nissan,Manual,Other,Semi Full,2007,2.8,300020,15000
3573,Rav4,Dammam,Toyota,Automatic,Saudi,Standard,2018,2.5,134000,66000
3574,CT-S,Riyadh,Cadillac,Automatic,Saudi,Semi Full,2012,3.0,70000,50000
3575,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2015,1.6,176277,37000
3576,CS75,Riyadh,Changan,Automatic,Saudi,Full,2017,1.8,107000,37000
3577,H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,79237,58500
3578,Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2016,2.7,258000,62000
3579,X,Riyadh,BMW,Automatic,Saudi,Full,2014,5.0,138000,105000
3580,Sportage,Al-Ahsa,Kia,Automatic,Saudi,Standard,2019,1.6,75000,60000
3581,Stinger,Dammam,Kia,Automatic,Saudi,Full,2020,3.3,7000,160000
3582,C300,Al-Ahsa,Chrysler,Automatic,Other,Semi Full,2015,3.6,109000,70000
3583,Avalon,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,3.5,30000,127000
3584,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2017,6.0,61339,155000
3585,Hilux,Khobar,Toyota,Manual,Gulf Arabic,Full,2016,2.7,106000,73000
3586,Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2018,1.6,43000,54500
3587,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2014,4.6,106000,129000
3589,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,5.7,120000,205000
3590,Land Cruiser,Tabouk,Toyota,Automatic,Other,Full,2003,4.6,225,35000
3591,Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.5,61760,42000
3594,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2009,6.2,20000,56000
3598,Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2018,2.7,224000,85000
3599,Explorer,Riyadh,Ford,Automatic,Saudi,Standard,2010,6.0,35000,160000
3600,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2012,3.6,147000,25000
3601,GS,Al-Ahsa,Lexus,Automatic,Gulf Arabic,Full,2017,1.0,69000,163000
3603,Sunny,Al-Medina,Nissan,Automatic,Saudi,Standard,2019,1.5,66000,29000
3604,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,79159,75000
3605,CX5,Khobar,Mazda,Automatic,Saudi,Full,2021,2.5,845,129000
3606,ES,Riyadh,Lexus,Automatic,Saudi,Semi Full,2013,3.5,200000,75000
3607,Mustang,Jeddah,Ford,Manual,Other,Full,2004,4.6,172,35000
3608,Other,Khobar,Porsche,Automatic,Saudi,Full,2020,5.0,18000,375000
3609,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,70900,40000
3610,Rio,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.4,144024,27500
3611,Hilux,Qurayyat,Toyota,Manual,Gulf Arabic,Full,2016,1.6,120,60000
3612,Caprice,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2008,3.5,255000,25000
3614,X-Terra,Qassim,Nissan,Automatic,Saudi,Full,2013,4.0,95000,61000
3615,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Full,2007,5.6,257000,35000
3616,Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,2.0,89000,993
3617,CS35 Plus,Riyadh,Changan,Automatic,Saudi,Full,2020,1.4,64355,60000
3618,SRT,Hafar Al-Batin,Chrysler,Automatic,Saudi,Full,2015,6.4,200,115000
3620,Sierra,Dammam,GMC,Automatic,Saudi,Standard,2018,5.3,95000,93000
3621,Mustang,Riyadh,Ford,Manual,Saudi,Semi Full,2010,4.0,169000,50000
3622,S,Dammam,Mercedes,Automatic,Saudi,Semi Full,2018,5.0,30000,335000
3624,Expedition,Riyadh,Ford,Automatic,Other,Standard,2013,1.4,190000,47000
3625,The 7,Al-Medina,BMW,Automatic,Saudi,Semi Full,2008,2.0,176000,26000
3626,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,88000,29000
3627,Taurus,Dammam,Ford,Automatic,Other,Semi Full,2018,3.5,75000,96000
3629,CLA,Riyadh,Mercedes,Automatic,Saudi,Full,2017,2.0,103000,110000
3630,Fusion,Dammam,Ford,Automatic,Other,Semi Full,2012,2.5,300000,18000
3632,Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2016,5.0,101839,220000
3633,Elantra,Al-Ahsa,Hyundai,Automatic,Saudi,Full,2015,2.0,250000,32000
3634,Sonata,Qassim,Hyundai,Automatic,Other,Full,2017,2.0,42157,55000
3636,Malibu,Makkah,Chevrolet,Automatic,Saudi,Full,2014,2.6,138,27000
3637,Rio,Makkah,Kia,Automatic,Saudi,Standard,2016,1.6,80000,25000
3638,Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2019,5.7,101000,220000
3639,Malibu,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2013,2.5,250000,30000
3641,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,4.5,10000,259000
3642,Accord,Riyadh,Honda,Automatic,Saudi,Full,2016,3.5,89000,80000
3644,Taurus,Khobar,Ford,Automatic,Other,Full,2010,3.5,254000,35000
3645,Camry,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2017,2.5,120500,50000
3646,Prado,Khobar,Toyota,Automatic,Saudi,Standard,2011,4.0,263000,55000
3647,Land Cruiser,Jazan,Toyota,Manual,Saudi,Standard,2004,4.6,425000,35000
3649,Marquis,Aseer,Ford,Automatic,Saudi,Full,1995,4.6,180000,13000
3650,Rush,Makkah,Toyota,Automatic,Saudi,Semi Full,2021,1.5,10000,55000
3651,Victoria,Dammam,Ford,Automatic,Saudi,Semi Full,2015,4.6,130000,70000
3652,Land Cruiser Pickup,Al-Medina,Toyota,Manual,Saudi,Standard,2014,6.0,192000,73000
3653,Focus,Riyadh,Ford,Automatic,Saudi,Standard,2014,1.5,75000,21000
3654,Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2014,3.0,175000,72000
3656,Aveo,Dammam,Chevrolet,Automatic,Other,Standard,2014,1.6,88000,13000
3657,Hilux,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,2.7,95000,85000
3658,Land Cruiser Pickup,Jeddah,Toyota,Manual,Saudi,Full,2019,4.0,67000,95000
3659,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,194814,55000
3660,The 5,Dammam,BMW,Automatic,Gulf Arabic,Semi Full,2020,1.9,7800,177000
3664,Hilux,Riyadh,Toyota,Manual,Saudi,Full,2017,2.7,100000,90000
3665,Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,4.0,201000,107000
3666,Eado,Jeddah,Changan,Automatic,Saudi,Full,2021,1.6,1000,60000
3667,ES,Al-Namas,Lexus,Automatic,Saudi,Full,2007,3.5,250000,25000
3668,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2018,3.5,65000,122000
3671,Hiace,Jeddah,Toyota,Manual,Saudi,Standard,2000,2.7,2000,12000
3673,Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,2018,3.6,52000,75000
3674,Elantra,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,1.6,86000,54000
3676,GLC,Riyadh,Mercedes,Automatic,Other,Standard,2020,2.0,15391,265000
3677,Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2020,4.6,19800,265000
3678,C300,Jeddah,Chrysler,Automatic,Saudi,Full,2005,5.7,300000,20000
3679,Picanto,Al-Medina,Kia,Automatic,Saudi,Standard,2015,1.0,133000,18500
3680,Malibu,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2016,2.5,203000,32000
3681,Challenger,Dammam,Dodge,Automatic,Other,Full,2018,4.5,90000,113000
3682,D-MAX,Riyadh,Isuzu,Manual,Saudi,Standard,2018,2.5,203957,68500
3683,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2017,5.7,55000,153000
3684,Sierra,Al-Ahsa,GMC,Automatic,Saudi,Standard,2011,5.3,272000,41000
3687,G,Dammam,Mercedes,Automatic,Saudi,Full,2017,4.0,113000,330000
3688,Hiace,Dammam,Toyota,Manual,Saudi,Standard,2016,2.4,245743,65000
3689,K5,Al-Ahsa,Kia,Automatic,Saudi,Semi Full,2021,2.5,12000,94000
3690,Accord,Riyadh,Honda,Automatic,Saudi,Standard,2012,1.0,251000,38000
3693,Furniture,Taef,Toyota,Automatic,Saudi,Full,2016,4.0,235000,85000
3694,X-Trail,Qassim,Nissan,Automatic,Saudi,Full,2018,2.5,86500,74000
3695,Patrol,Jeddah,Nissan,Automatic,Saudi,Standard,2016,4.8,93000,83000
3697,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,56400,38000
3698,Accord,Riyadh,Honda,Automatic,Saudi,Full,2016,3.5,350000,50000
3699,The 5,Jeddah,BMW,Automatic,Saudi,Full,2019,2.0,40000,220000
3700,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,57000,35000
3703,Armada,Jeddah,Nissan,Automatic,Saudi,Full,2012,5.6,138000,60000
3705,Charger,Yanbu,Dodge,Automatic,Saudi,Full,2013,5.7,144000,59000
3706,Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2018,3.6,99288,84500
3708,Maxima,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,1.0,121000,64000
3709,Hilux,Riyadh,Toyota,Automatic,Saudi,Full,2012,2.7,127000,65000
3710,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2013,5.3,194000,80000
3712,6,Jubail,Mazda,Automatic,Gulf Arabic,Semi Full,2015,2.0,278,40000
3713,C,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2019,3.0,5000,187000
3714,CX9,Jeddah,Mazda,Automatic,Saudi,Standard,2020,2.5,20000,115000
3717,Blazer,Jubail,Chevrolet,Automatic,Saudi,Standard,2015,3.6,180000,40000
3718,H1,Jeddah,Hyundai,Automatic,Saudi,Full,2014,2.4,146000,40000
3719,Sorento,Riyadh,Kia,Automatic,Saudi,Standard,2015,3.3,94283,55500
3720,Hilux,Riyadh,Toyota,Manual,Saudi,Full,2021,2.7,37000,1723
3721,H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,129000,55000
3722,Expedition,Khobar,Ford,Automatic,Saudi,Standard,2014,5.4,243500,45000
3724,Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2014,1.6,135000,18000
3730,Optima,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.4,40000,55000
3731,LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,13000,420000
3734,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2018,6.0,168000,150000
3736,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2016,2.5,17000,35000
3746,Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,56000,71000
3748,Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2015,2.4,161000,55000
3749,Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2017,3.5,89000,62000
3750,C,Riyadh,Mercedes,Automatic,Other,Full,2017,2.0,62000,186000
3753,Sorento,Dammam,Kia,Manual,Saudi,Full,2006,3.5,257000,15000
3754,Innova,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.7,85218,64000
3755,X-Trail,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,2.5,331612,46000
3757,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2019,3.3,73000,65000
3758,IS,Dammam,Lexus,Automatic,Other,Full,2016,3.5,96000,108000
3759,Victoria,Dammam,Ford,Automatic,Saudi,Full,1997,4.8,377,12000
3760,5,Al-Ahsa,MG,Automatic,Saudi,Standard,2020,1.5,41000,988
3761,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,2.4,220000,43000
3762,Datsun,Jeddah,Nissan,Manual,Saudi,Semi Full,2015,2.0,130000,32000
3763,CT4,Jeddah,Cadillac,Automatic,Saudi,Semi Full,2020,3.7,5800,155000
3764,Prado,Al-Ahsa,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,78000,135000
3766,Dokker,Riyadh,Renault,Manual,Saudi,Standard,2018,1.6,88000,30000
3768,Wrangler,Jeddah,Jeep,Automatic,Gulf Arabic,Semi Full,2018,4.4,43000,135000
3769,Camry,Tabouk,Toyota,Manual,Gulf Arabic,Full,2010,1.8,370,25000
3770,Sorento,Riyadh,Kia,Automatic,Saudi,Full,2016,3.3,116000,53000
